 DWS  (NON TE Data )Revenues,Service,Operator,Date,FY Budget,YTD Budget,YTD Actual,Year,Month,Day
Vodafone Data,Bit stream ,Vodafone,2020/Feb/1,33784021,33784021,52640499,2020,Feb,1
NOL,Bit stream ,Etisalat,2020/Feb/1,16313995,16313995,22772029,2020,Feb,1
Noor,Bit stream ,Others,2020/Feb/1,1676098,1676098,1762126,2020,Feb,1
Yalla Misr,Bit stream ,Others,2020/Feb/1,27959,27959,15123,2020,Feb,1
FTTs,,,2020/Feb/1,1500000,1500000,0,2020,Feb,1
Orange,FTTs,Orange,2020/Feb/1,0,0,0,2020,Feb,1
Vodafone,FTTs,Vodafone,2020/Feb/1,1500000,1500000,0,2020,Feb,1
Etisalat,FTTs,Etisalat,2020/Feb/1,0,0,0,2020,Feb,1
Fiber Access,,,2020/Feb/1,0,0,0,2020,Feb,1
Orange Data,Fiber Access,Orange,2020/Feb/1,0,0,0,2020,Feb,1
Vodafone Data,Fiber Access,Vodafone,2020/Feb/1,0,0,0,2020,Feb,1
NOL,Fiber Access,Etisalat,2020/Feb/1,0,0,0,2020,Feb,1
EGY Net,Fiber Access,Etisalat,2020/Feb/1,0,0,0,2020,Feb,1
Noor,Fiber Access,Others,2020/Feb/1,0,0,0,2020,Feb,1
INT'L OG Voice services,,,2020/Feb/1,30333333,30333333,31484507,2020,Feb,1
INT'L OG ,,,2020/Feb/1,30333333,30333333,31484507,2020,Feb,1
Orange,INT'L OG ,Orange,2020/Feb/1,12333333,12333333,12098403,2020,Feb,1
Vodafone,INT'L OG ,Vodafone,2020/Feb/1,18000000,18000000,19386104,2020,Feb,1
Etisalat,INT'L OG ,Etisalat,2020/Feb/1,0,0,0,2020,Feb,1
FVNO ,,,2020/Feb/1,0,0,0,2020,Feb,1
Orange,FVNO ,Orange,2020/Feb/1,0,0,0,2020,Feb,1
Vodafone,FVNO ,Vodafone,2020/Feb/1,0,0,0,2020,Feb,1
Etisalat,FVNO ,Etisalat,2020/Feb/1,0,0,0,2020,Feb,1
ITFS,,,2020/Feb/1,0,0,0,2020,Feb,1
Orange,ITFS,Orange,2020/Feb/1,0,0,0,2020,Feb,1
Vodafone,ITFS,Vodafone,2020/Feb/1,0,0,0,2020,Feb,1
Etisalat,ITFS,Etisalat,2020/Feb/1,0,0,0,2020,Feb,1
Total  DWS Revenues ,,,2020/Mar/1,340608400,340608400,379374016,2020,Mar,1
 Infrastructure Revenues,,,2020/Mar/1,230244667,230244667,251302802,2020,Mar,1
 Transmission Revenues,,,2020/Mar/1,165000000,165000000,155354578,2020,Mar,1
MNO's Transmission,,,2020/Mar/1,134000000,134000000,117693866,2020,Mar,1
Orange,MNO's Transmission,Orange,2020/Mar/1,53333333,53333333,39523859,2020,Mar,1
Vodafone,MNO's Transmission,Vodafone,2020/Mar/1,66666667,66666667,64752088,2020,Mar,1
Etisalat,MNO's Transmission,Etisalat,2020/Mar/1,14000000,14000000,13417919,2020,Mar,1
TX IRU ,,,2020/Mar/1,0,0,0,2020,Mar,1
Orange,TX IRU ,Orange,2020/Mar/1,0,0,0,2020,Mar,1
Vodafone,TX IRU ,Vodafone,2020/Mar/1,0,0,0,2020,Mar,1
Etisalat,TX IRU ,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
ISP's Transmission ,,,2020/Mar/1,31000000,31000000,37660713,2020,Mar,1
Orange Data,ISP's Transmission ,Orange,2020/Mar/1,10075783,10075783,10724726,2020,Mar,1
Vodafone Data,ISP's Transmission ,Vodafone,2020/Mar/1,10986074,10986074,15639755,2020,Mar,1
NOL,ISP's Transmission ,Etisalat,2020/Mar/1,8011119,8011119,8872503,2020,Mar,1
EGY Net,ISP's Transmission ,Etisalat,2020/Mar/1,610109,610109,511249,2020,Mar,1
Noor,ISP's Transmission ,Others,2020/Mar/1,1280836,1280836,1761238,2020,Mar,1
Yalla Misr,ISP's Transmission ,Others,2020/Mar/1,36080,36080,26061,2020,Mar,1
VSAT,ISP's Transmission ,Others,2020/Mar/1,0,0,125181,2020,Mar,1
 Colocation  Revenues,,,2020/Mar/1,49078000,49078000,54686343,2020,Mar,1
MNO's Colocation,,,2020/Mar/1,40966667,40966667,43321314,2020,Mar,1
Orange,MNO's Colocation,Orange,2020/Mar/1,12421862,12421862,12764452,2020,Mar,1
Vodafone,MNO's Colocation,Vodafone,2020/Mar/1,17969463,17969463,19021190,2020,Mar,1
Etisalat,MNO's Colocation,Etisalat,2020/Mar/1,10575341,10575341,11535672,2020,Mar,1
ISP's Colocation,,,2020/Mar/1,8111333,8111333,11365029,2020,Mar,1
Orange Data,ISP's Colocation,Orange,2020/Mar/1,3900000,3900000,4300972,2020,Mar,1
Vodafone Data,ISP's Colocation,Vodafone,2020/Mar/1,1656667,1656667,4327645,2020,Mar,1
NOL,ISP's Colocation,Etisalat,2020/Mar/1,1233333,1233333,1343810,2020,Mar,1
EGY Net,ISP's Colocation,Etisalat,2020/Mar/1,942000,942000,721400,2020,Mar,1
Noor,ISP's Colocation,Others,2020/Mar/1,332333,332333,621138,2020,Mar,1
Yalla Misr,ISP's Colocation,Others,2020/Mar/1,47000,47000,50064,2020,Mar,1
International Services,,,2020/Mar/1,16166667,16166667,41261881,2020,Mar,1
IPT,,,2020/Mar/1,12666667,12666667,11991574,2020,Mar,1
Orange Data,IPT,Orange,2020/Mar/1,5000000,5000000,5803801,2020,Mar,1
Vodafone Data,IPT,Vodafone,2020/Mar/1,7666667,7666667,6187773,2020,Mar,1
NOL,IPT,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
EGY Net,IPT,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
Noor,IPT,Others,2020/Mar/1,0,0,0,2020,Mar,1
Yalla Misr,IPT,Others,2020/Mar/1,0,0,0,2020,Mar,1
IPLCs ,,,2020/Mar/1,3500000,3500000,29270307,2020,Mar,1
Orange Data,IPLCs ,Orange,2020/Mar/1,1000000,1000000,3022520,2020,Mar,1
Vodafone Data,IPLCs ,Vodafone,2020/Mar/1,1000000,1000000,12000400,2020,Mar,1
NOL,IPLCs ,Etisalat,2020/Mar/1,1000000,1000000,0,2020,Mar,1
Etisalat,IPLCs ,Etisalat,2020/Mar/1,0,0,13645448,2020,Mar,1
Mena,IPLCs ,Others,2020/Mar/1,500000,500000,601939,2020,Mar,1
Others,IPLCs ,Others,2020/Mar/1,0,0,0,2020,Mar,1
 Access Service,,,2020/Mar/1,80030400,80030400,96181455,2020,Mar,1
Local Loop ,,,2020/Mar/1,4333333,4333333,5801888,2020,Mar,1
Orange Data,Local Loop ,Orange,2020/Mar/1,1265069,1265069,1649382,2020,Mar,1
Vodafone Data,Local Loop ,Vodafone,2020/Mar/1,1243616,1243616,1716429,2020,Mar,1
NOL,Local Loop ,Etisalat,2020/Mar/1,666667,666667,908397,2020,Mar,1
EGY Net,Local Loop ,Etisalat,2020/Mar/1,498517,498517,620366,2020,Mar,1
Noor,Local Loop ,Others,2020/Mar/1,656132,656132,905109,2020,Mar,1
Yalla Misr,Local Loop ,Others,2020/Mar/1,3333,3333,2205,2020,Mar,1
ADSL ,,,2020/Mar/1,1496667,1496667,1153423,2020,Mar,1
Orange Data,ADSL ,Orange,2020/Mar/1,512023,512023,438600,2020,Mar,1
Vodafone Data,ADSL ,Vodafone,2020/Mar/1,501714,501714,325950,2020,Mar,1
NOL,ADSL ,Etisalat,2020/Mar/1,429853,429853,346025,2020,Mar,1
EGY Net,ADSL ,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
Noor,ADSL ,Others,2020/Mar/1,52522,52522,42793,2020,Mar,1
Yalla Misr,ADSL ,Others,2020/Mar/1,556,556,55,2020,Mar,1
Bit stream ,,,2020/Mar/1,72700400,72700400,84226144,2020,Mar,1
Orange Data,Bit stream ,Orange,2020/Mar/1,18798327,18798327,21734365,2020,Mar,1
Vodafone Data,Bit stream ,Vodafone,2020/Mar/1,34784021,34784021,41475990,2020,Mar,1
NOL,Bit stream ,Etisalat,2020/Mar/1,17313995,17313995,19410528,2020,Mar,1
Noor,Bit stream ,Others,2020/Mar/1,1776098,1776098,1591479,2020,Mar,1
Yalla Misr,Bit stream ,Others,2020/Mar/1,27959,27959,13782,2020,Mar,1
FTTs,,,2020/Mar/1,1500000,1500000,5000000,2020,Mar,1
Orange,FTTs,Orange,2020/Mar/1,0,0,0,2020,Mar,1
Vodafone,FTTs,Vodafone,2020/Mar/1,1500000,1500000,5000000,2020,Mar,1
Etisalat,FTTs,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
Fiber Access,,,2020/Mar/1,0,0,0,2020,Mar,1
Orange Data,Fiber Access,Orange,2020/Mar/1,0,0,0,2020,Mar,1
Vodafone Data,Fiber Access,Vodafone,2020/Mar/1,0,0,0,2020,Mar,1
NOL,Fiber Access,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
EGY Net,Fiber Access,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
Noor,Fiber Access,Others,2020/Mar/1,0,0,0,2020,Mar,1
INT'L OG Voice services,,,2020/Mar/1,30333333,30333333,31889758,2020,Mar,1
INT'L OG ,,,2020/Mar/1,30333333,30333333,27568146,2020,Mar,1
Orange,INT'L OG ,Orange,2020/Mar/1,12333333,12333333,10691837,2020,Mar,1
Vodafone,INT'L OG ,Vodafone,2020/Mar/1,18000000,18000000,16876308,2020,Mar,1
Etisalat,INT'L OG ,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
FVNO ,,,2020/Mar/1,0,0,4321613,2020,Mar,1
Orange,FVNO ,Orange,2020/Mar/1,0,0,0,2020,Mar,1
Vodafone,FVNO ,Vodafone,2020/Mar/1,0,0,0,2020,Mar,1
Etisalat,FVNO ,Etisalat,2020/Mar/1,0,0,4321613,2020,Mar,1
ITFS,,,2020/Mar/1,0,0,0,2020,Mar,1
Orange,ITFS,Orange,2020/Mar/1,0,0,0,2020,Mar,1
Vodafone,ITFS,Vodafone,2020/Mar/1,0,0,0,2020,Mar,1
Etisalat,ITFS,Etisalat,2020/Mar/1,0,0,0,2020,Mar,1
Total  DWS Revenues ,,,2020/Apr/1,414099000,414099000,468157498,2020,Apr,1
 Infrastructure Revenues,,,2020/Apr/1,296399667,296399667,355709176,2020,Apr,1
 Transmission Revenues,,,2020/Apr/1,222333333,222333333,278686282,2020,Apr,1
MNO's Transmission,,,2020/Apr/1,123000000,123000000,120168121,2020,Apr,1
Orange,MNO's Transmission,Orange,2020/Apr/1,42333333,42333333,39523859,2020,Apr,1
Vodafone,MNO's Transmission,Vodafone,2020/Apr/1,66666667,66666667,68025547,2020,Apr,1
Etisalat,MNO's Transmission,Etisalat,2020/Apr/1,14000000,14000000,12618716,2020,Apr,1
TX IRU ,,,2020/Apr/1,63000000,63000000,122102275,2020,Apr,1
Orange,TX IRU ,Orange,2020/Apr/1,21000000,21000000,0,2020,Apr,1
Vodafone,TX IRU ,Vodafone,2020/Apr/1,0,0,0,2020,Apr,1
Etisalat,TX IRU ,Etisalat,2020/Apr/1,42000000,42000000,122102275,2020,Apr,1
ISP's Transmission ,,,2020/Apr/1,36333333,36333333,36415886,2020,Apr,1
Orange Data,ISP's Transmission ,Orange,2020/Apr/1,11858611,11858611,9951192,2020,Apr,1
Vodafone Data,ISP's Transmission ,Vodafone,2020/Apr/1,12751053,12751053,14349005,2020,Apr,1
NOL,ISP's Transmission ,Etisalat,2020/Apr/1,7854038,7854038,9217616,2020,Apr,1
EGY Net,ISP's Transmission ,Etisalat,2020/Apr/1,598146,598146,524609,2020,Apr,1
Noor,ISP's Transmission ,Others,2020/Apr/1,3236113,3236113,2252910,2020,Apr,1
Yalla Misr,ISP's Transmission ,Others,2020/Apr/1,35373,35373,8134,2020,Apr,1
VSAT,ISP's Transmission ,Others,2020/Apr/1,0,0,112420,2020,Apr,1
 Colocation  Revenues,,,2020/Apr/1,49399667,49399667,54707180,2020,Apr,1
MNO's Colocation,,,2020/Apr/1,41366667,41366667,43574172,2020,Apr,1
Orange,MNO's Colocation,Orange,2020/Apr/1,12524859,12524859,12959838,2020,Apr,1
Vodafone,MNO's Colocation,Vodafone,2020/Apr/1,18208876,18208876,19049715,2020,Apr,1
Etisalat,MNO's Colocation,Etisalat,2020/Apr/1,10632932,10632932,11564620,2020,Apr,1
ISP's Colocation,,,2020/Apr/1,8033000,8033000,11133008,2020,Apr,1
Orange Data,ISP's Colocation,Orange,2020/Apr/1,3843333,3843333,4212798,2020,Apr,1
Vodafone Data,ISP's Colocation,Vodafone,2020/Apr/1,1676667,1676667,4317403,2020,Apr,1
NOL,ISP's Colocation,Etisalat,2020/Apr/1,1343333,1343333,1264403,2020,Apr,1
EGY Net,ISP's Colocation,Etisalat,2020/Apr/1,786333,786333,719555,2020,Apr,1
Noor,ISP's Colocation,Others,2020/Apr/1,334333,334333,575835,2020,Apr,1
Yalla Misr,ISP's Colocation,Others,2020/Apr/1,49000,49000,43015,2020,Apr,1
International Services,,,2020/Apr/1,24666667,24666667,22315714,2020,Apr,1
IPT,,,2020/Apr/1,11666667,11666667,12933993,2020,Apr,1
Orange Data,IPT,Orange,2020/Apr/1,5000000,5000000,6174025,2020,Apr,1
Vodafone Data,IPT,Vodafone,2020/Apr/1,6666667,6666667,6759968,2020,Apr,1
NOL,IPT,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
EGY Net,IPT,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
Noor,IPT,Others,2020/Apr/1,0,0,0,2020,Apr,1
Yalla Misr,IPT,Others,2020/Apr/1,0,0,0,2020,Apr,1
IPLCs ,,,2020/Apr/1,13000000,13000000,9381721,2020,Apr,1
Orange Data,IPLCs ,Orange,2020/Apr/1,2000000,2000000,220220,2020,Apr,1
Vodafone Data,IPLCs ,Vodafone,2020/Apr/1,8000000,8000000,5206989,2020,Apr,1
NOL,IPLCs ,Etisalat,2020/Apr/1,2000000,2000000,2564059,2020,Apr,1
Etisalat,IPLCs ,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
Mena,IPLCs ,Others,2020/Apr/1,1000000,1000000,1390453,2020,Apr,1
Others,IPLCs ,Others,2020/Apr/1,0,0,0,2020,Apr,1
 Access Service,,,2020/Apr/1,87699333,87699333,94685887,2020,Apr,1
Local Loop ,,,2020/Apr/1,4333333,4333333,5771209,2020,Apr,1
Orange Data,Local Loop ,Orange,2020/Apr/1,1265069,1265069,1683008,2020,Apr,1
Vodafone Data,Local Loop ,Vodafone,2020/Apr/1,1243616,1243616,1780102,2020,Apr,1
NOL,Local Loop ,Etisalat,2020/Apr/1,666667,666667,753027,2020,Apr,1
EGY Net,Local Loop ,Etisalat,2020/Apr/1,498517,498517,642874,2020,Apr,1
Noor,Local Loop ,Others,2020/Apr/1,656132,656132,911719,2020,Apr,1
Yalla Misr,Local Loop ,Others,2020/Apr/1,3333,3333,480,2020,Apr,1
ADSL ,,,2020/Apr/1,1434333,1434333,1136880,2020,Apr,1
Orange Data,ADSL ,Orange,2020/Apr/1,509618,509618,435845,2020,Apr,1
Vodafone Data,ADSL ,Vodafone,2020/Apr/1,465371,465371,322195,2020,Apr,1
NOL,ADSL ,Etisalat,2020/Apr/1,407882,407882,339415,2020,Apr,1
EGY Net,ADSL ,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
Noor,ADSL ,Others,2020/Apr/1,51017,51017,39425,2020,Apr,1
Yalla Misr,ADSL ,Others,2020/Apr/1,444,444,0,2020,Apr,1
Bit stream ,,,2020/Apr/1,74931667,74931667,87777798,2020,Apr,1
Orange Data,Bit stream ,Orange,2020/Apr/1,19531063,19531063,22202321,2020,Apr,1
Vodafone Data,Bit stream ,Vodafone,2020/Apr/1,36001547,36001547,44382748,2020,Apr,1
NOL,Bit stream ,Etisalat,2020/Apr/1,17567708,17567708,19561721,2020,Apr,1
Noor,Bit stream ,Others,2020/Apr/1,1800726,1800726,1617353,2020,Apr,1
Yalla Misr,Bit stream ,Others,2020/Apr/1,30622,30622,13656,2020,Apr,1
FTTs,,,2020/Apr/1,7000000,7000000,0,2020,Apr,1
Orange,FTTs,Orange,2020/Apr/1,0,0,0,2020,Apr,1
Vodafone,FTTs,Vodafone,2020/Apr/1,7000000,7000000,0,2020,Apr,1
Etisalat,FTTs,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
Fiber Access,,,2020/Apr/1,0,0,0,2020,Apr,1
Orange Data,Fiber Access,Orange,2020/Apr/1,0,0,0,2020,Apr,1
Vodafone Data,Fiber Access,Vodafone,2020/Apr/1,0,0,0,2020,Apr,1
NOL,Fiber Access,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
EGY Net,Fiber Access,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
Noor,Fiber Access,Others,2020/Apr/1,0,0,0,2020,Apr,1
INT'L OG Voice services,,,2020/Apr/1,30000000,30000000,17762435,2020,Apr,1
INT'L OG ,,,2020/Apr/1,30000000,30000000,16823949,2020,Apr,1
Orange,INT'L OG ,Orange,2020/Apr/1,12333333,12333333,6478080,2020,Apr,1
Vodafone,INT'L OG ,Vodafone,2020/Apr/1,17666667,17666667,10345869,2020,Apr,1
Etisalat,INT'L OG ,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
FVNO ,,,2020/Apr/1,0,0,938486,2020,Apr,1
Orange,FVNO ,Orange,2020/Apr/1,0,0,0,2020,Apr,1
Vodafone,FVNO ,Vodafone,2020/Apr/1,0,0,0,2020,Apr,1
Etisalat,FVNO ,Etisalat,2020/Apr/1,0,0,938486,2020,Apr,1
ITFS,,,2020/Apr/1,0,0,0,2020,Apr,1
Orange,ITFS,Orange,2020/Apr/1,0,0,0,2020,Apr,1
Vodafone,ITFS,Vodafone,2020/Apr/1,0,0,0,2020,Apr,1
Etisalat,ITFS,Etisalat,2020/Apr/1,0,0,0,2020,Apr,1
Total  DWS Revenues ,,,2020/May/1,335391100,335391100,348084436,2020,May,1
 Infrastructure Revenues,,,2020/May/1,221766667,221766667,235599602,2020,May,1
 Transmission Revenues,,,2020/May/1,155933333,155933333,156069985,2020,May,1
MNO's Transmission,,,2020/May/1,123000000,123000000,120600236,2020,May,1
Orange,MNO's Transmission,Orange,2020/May/1,42333333,42333333,39523859,2020,May,1
Vodafone,MNO's Transmission,Vodafone,2020/May/1,66666667,66666667,68214637,2020,May,1
Etisalat,MNO's Transmission,Etisalat,2020/May/1,14000000,14000000,12861740,2020,May,1
TX IRU ,,,2020/May/1,0,0,0,2020,May,1
Orange,TX IRU ,Orange,2020/May/1,0,0,0,2020,May,1
Vodafone,TX IRU ,Vodafone,2020/May/1,0,0,0,2020,May,1
Etisalat,TX IRU ,Etisalat,2020/May/1,0,0,0,2020,May,1
ISP's Transmission ,,,2020/May/1,32933333,32933333,35469749,2020,May,1
Orange Data,ISP's Transmission ,Orange,2020/May/1,10458611,10458611,9193026,2020,May,1
Vodafone Data,ISP's Transmission ,Vodafone,2020/May/1,11751053,11751053,14529672,2020,May,1
NOL,ISP's Transmission ,Etisalat,2020/May/1,7854038,7854038,8846754,2020,May,1
EGY Net,ISP's Transmission ,Etisalat,2020/May/1,598146,598146,511643,2020,May,1
Noor,ISP's Transmission ,Others,2020/May/1,2236113,2236113,2264360,2020,May,1
Yalla Misr,ISP's Transmission ,Others,2020/May/1,35373,35373,8134,2020,May,1
VSAT,ISP's Transmission ,Others,2020/May/1,0,0,116162,2020,May,1
 Colocation  Revenues,,,2020/May/1,49666667,49666667,55192937,2020,May,1
MNO's Colocation,,,2020/May/1,41666667,41666667,44063784,2020,May,1
Orange,MNO's Colocation,Orange,2020/May/1,12624859,12624859,13049271,2020,May,1
Vodafone,MNO's Colocation,Vodafone,2020/May/1,18308876,18308876,19412778,2020,May,1
Etisalat,MNO's Colocation,Etisalat,2020/May/1,10732932,10732932,11601735,2020,May,1
ISP's Colocation,,,2020/May/1,8000000,8000000,11129152,2020,May,1
Orange Data,ISP's Colocation,Orange,2020/May/1,3833333,3833333,4211514,2020,May,1
Vodafone Data,ISP's Colocation,Vodafone,2020/May/1,1666667,1666667,4315051,2020,May,1
NOL,ISP's Colocation,Etisalat,2020/May/1,1333333,1333333,1264183,2020,May,1
EGY Net,ISP's Colocation,Etisalat,2020/May/1,785333,785333,719555,2020,May,1
Noor,ISP's Colocation,Others,2020/May/1,333333,333333,575835,2020,May,1
Yalla Misr,ISP's Colocation,Others,2020/May/1,48000,48000,43015,2020,May,1
International Services,,,2020/May/1,16166667,16166667,24336681,2020,May,1
IPT,,,2020/May/1,11666667,11666667,17970727,2020,May,1
Orange Data,IPT,Orange,2020/May/1,5000000,5000000,6614465,2020,May,1
Vodafone Data,IPT,Vodafone,2020/May/1,6666667,6666667,10899584,2020,May,1
NOL,IPT,Etisalat,2020/May/1,0,0,456677,2020,May,1
EGY Net,IPT,Etisalat,2020/May/1,0,0,0,2020,May,1
Noor,IPT,Others,2020/May/1,0,0,0,2020,May,1
Yalla Misr,IPT,Others,2020/May/1,0,0,0,2020,May,1
IPLCs ,,,2020/May/1,4500000,4500000,6365954,2020,May,1
Orange Data,IPLCs ,Orange,2020/May/1,1000000,1000000,2790735,2020,May,1
Vodafone Data,IPLCs ,Vodafone,2020/May/1,2000000,2000000,79437,2020,May,1
NOL,IPLCs ,Etisalat,2020/May/1,1000000,1000000,2142096,2020,May,1
Etisalat,IPLCs ,Etisalat,2020/May/1,0,0,749733,2020,May,1
Mena,IPLCs ,Others,2020/May/1,500000,500000,603953,2020,May,1
Others,IPLCs ,Others,2020/May/1,0,0,0,2020,May,1
 Access Service,,,2020/May/1,83624433,83624433,96577286,2020,May,1
Local Loop ,,,2020/May/1,4333333,4333333,5893660,2020,May,1
Orange Data,Local Loop ,Orange,2020/May/1,1265069,1265069,1736183,2020,May,1
Vodafone Data,Local Loop ,Vodafone,2020/May/1,1243616,1243616,1818550,2020,May,1
NOL,Local Loop ,Etisalat,2020/May/1,666667,666667,767878,2020,May,1
EGY Net,Local Loop ,Etisalat,2020/May/1,498517,498517,660110,2020,May,1
Noor,Local Loop ,Others,2020/May/1,656132,656132,910459,2020,May,1
Yalla Misr,Local Loop ,Others,2020/May/1,3333,3333,480,2020,May,1
ADSL ,,,2020/May/1,1333333,1333333,1103935,2020,May,1
Orange Data,ADSL ,Orange,2020/May/1,489618,489618,431935,2020,May,1
Vodafone Data,ADSL ,Vodafone,2020/May/1,425371,425371,307155,2020,May,1
NOL,ADSL ,Etisalat,2020/May/1,367882,367882,326100,2020,May,1
EGY Net,ADSL ,Etisalat,2020/May/1,0,0,0,2020,May,1
Noor,ADSL ,Others,2020/May/1,50017,50017,38745,2020,May,1
Yalla Misr,ADSL ,Others,2020/May/1,444,444,0,2020,May,1
Bit stream ,,,2020/May/1,76457767,76457767,89579691,2020,May,1
Orange Data,Bit stream ,Orange,2020/May/1,19722163,19722163,22746177,2020,May,1
Vodafone Data,Bit stream ,Vodafone,2020/May/1,37001547,37001547,45162231,2020,May,1
NOL,Bit stream ,Etisalat,2020/May/1,17867708,17867708,20041403,2020,May,1
Noor,Bit stream ,Others,2020/May/1,1835726,1835726,1616554,2020,May,1
Yalla Misr,Bit stream ,Others,2020/May/1,30622,30622,13327,2020,May,1
FTTs,,,2020/May/1,1500000,1500000,0,2020,May,1
Orange,FTTs,Orange,2020/May/1,0,0,0,2020,May,1
Vodafone,FTTs,Vodafone,2020/May/1,1500000,1500000,0,2020,May,1
Etisalat,FTTs,Etisalat,2020/May/1,0,0,0,2020,May,1
Fiber Access,,,2020/May/1,0,0,0,2020,May,1
Orange Data,Fiber Access,Orange,2020/May/1,0,0,0,2020,May,1
Vodafone Data,Fiber Access,Vodafone,2020/May/1,0,0,0,2020,May,1
NOL,Fiber Access,Etisalat,2020/May/1,0,0,0,2020,May,1
EGY Net,Fiber Access,Etisalat,2020/May/1,0,0,0,2020,May,1
Noor,Fiber Access,Others,2020/May/1,0,0,0,2020,May,1
INT'L OG Voice services,,,2020/May/1,30000000,30000000,15907547,2020,May,1
INT'L OG ,,,2020/May/1,30000000,30000000,14969062,2020,May,1
Orange,INT'L OG ,Orange,2020/May/1,12333333,12333333,5508790,2020,May,1
Vodafone,INT'L OG ,Vodafone,2020/May/1,17666667,17666667,9460272,2020,May,1
Etisalat,INT'L OG ,Etisalat,2020/May/1,0,0,0,2020,May,1
FVNO ,,,2020/May/1,0,0,938486,2020,May,1
Orange,FVNO ,Orange,2020/May/1,0,0,0,2020,May,1
Vodafone,FVNO ,Vodafone,2020/May/1,0,0,0,2020,May,1
Etisalat,FVNO ,Etisalat,2020/May/1,0,0,938486,2020,May,1
ITFS,,,2020/May/1,0,0,0,2020,May,1
Orange,ITFS,Orange,2020/May/1,0,0,0,2020,May,1
Vodafone,ITFS,Vodafone,2020/May/1,0,0,0,2020,May,1
Etisalat,ITFS,Etisalat,2020/May/1,0,0,0,2020,May,1
Total  DWS Revenues ,,,2020/Jun/1,334609940,334609940,484393963,2020,Jun,1
 Infrastructure Revenues,,,2020/Jun/1,218933667,218933667,369699462,2020,Jun,1
 Transmission Revenues,,,2020/Jun/1,153733333,153733333,287018604,2020,Jun,1
MNO's Transmission,,,2020/Jun/1,123000000,123000000,107038386,2020,Jun,1
Orange,MNO's Transmission,Orange,2020/Jun/1,42333333,42333333,30817042,2020,Jun,1
Vodafone,MNO's Transmission,Vodafone,2020/Jun/1,66666667,66666667,68403727,2020,Jun,1
Etisalat,MNO's Transmission,Etisalat,2020/Jun/1,14000000,14000000,7817618,2020,Jun,1
TX IRU ,,,2020/Jun/1,0,0,140842908,2020,Jun,1
Orange,TX IRU ,Orange,2020/Jun/1,0,0,0,2020,Jun,1
Vodafone,TX IRU ,Vodafone,2020/Jun/1,0,0,0,2020,Jun,1
Etisalat,TX IRU ,Etisalat,2020/Jun/1,0,0,140842908,2020,Jun,1
ISP's Transmission ,,,2020/Jun/1,30733333,30733333,39137309,2020,Jun,1
Orange Data,ISP's Transmission ,Orange,2020/Jun/1,10258611,10258611,9574209,2020,Jun,1
Vodafone Data,ISP's Transmission ,Vodafone,2020/Jun/1,10751053,10751053,15202322,2020,Jun,1
NOL,ISP's Transmission ,Etisalat,2020/Jun/1,7854038,7854038,9547659,2020,Jun,1
EGY Net,ISP's Transmission ,Etisalat,2020/Jun/1,598146,598146,513843,2020,Jun,1
Noor,ISP's Transmission ,Others,2020/Jun/1,1236113,1236113,4007183,2020,Jun,1
Yalla Misr,ISP's Transmission ,Others,2020/Jun/1,35373,35373,8134,2020,Jun,1
VSAT,ISP's Transmission ,Others,2020/Jun/1,0,0,283959,2020,Jun,1
 Colocation  Revenues,,,2020/Jun/1,50033667,50033667,42955511,2020,Jun,1
MNO's Colocation,,,2020/Jun/1,42066667,42066667,32364032,2020,Jun,1
Orange,MNO's Colocation,Orange,2020/Jun/1,12724859,12724859,7079637,2020,Jun,1
Vodafone,MNO's Colocation,Vodafone,2020/Jun/1,18408876,18408876,13669062,2020,Jun,1
Etisalat,MNO's Colocation,Etisalat,2020/Jun/1,10932932,10932932,11615333,2020,Jun,1
ISP's Colocation,,,2020/Jun/1,7967000,7967000,10591479,2020,Jun,1
Orange Data,ISP's Colocation,Orange,2020/Jun/1,3823333,3823333,4217888,2020,Jun,1
Vodafone Data,ISP's Colocation,Vodafone,2020/Jun/1,1656667,1656667,3766956,2020,Jun,1
NOL,ISP's Colocation,Etisalat,2020/Jun/1,1323333,1323333,1268230,2020,Jun,1
EGY Net,ISP's Colocation,Etisalat,2020/Jun/1,784333,784333,719555,2020,Jun,1
Noor,ISP's Colocation,Others,2020/Jun/1,332333,332333,575835,2020,Jun,1
Yalla Misr,ISP's Colocation,Others,2020/Jun/1,47000,47000,43015,2020,Jun,1
International Services,,,2020/Jun/1,15166667,15166667,39725348,2020,Jun,1
